推: 0,噓: 0,分數: 0,作者: H2 (超級噴火龍X),標題: Re: [問卦] 看大陸盜版轉播更印證黑熊學院的理論,時間: Sun Nov 24 10:08:24 2024
推: 0,噓: 0,分數: 0,作者: ltytw (拉米亞妹妹),標題: [問卦] 多久沒看過漢堡用發泡或保利龍盒子裝了,時間: Sun Nov 24 08:47:58 2024
推: 1,噓: 0,分數: 1,作者: monniea (Steve),標題: [問卦] 肥宅有體味被霸凌 其他人如何阻止,時間: Sun Nov 24 10:01:56 2024
推: 1,噓: 1,分數: 0,作者: SaberMyWifi (賽巴),標題: [問卦] 是不是真的有棒球之神天罰這件事啊？,時間: Sat Nov 23 20:15:51 2024
推: 2,噓: 2,分數: 0,作者: obrag (歐布拉),標題: [問卦] 是不是欠周杰倫一個金馬獎？,時間: Sat Nov 23 23:31:27 2024
推: 12,噓: 6,分數: 6,作者: Smallsh (Smallsh),標題: [問卦] 八卦板現在變得很溫暖？,時間: Sun Nov 24 01:13:16 2024
推: 7,噓: 0,分數: 7,作者: WeiU (台大IU),標題: Re: [問卦] 高麗棒子、日本鬼子，台灣X子？,時間: Sat Nov 23 21:30:57 2024
推: 4,噓: 0,分數: 4,作者: neil136 (八級小狂風愛小太子奶),標題: [問卦] 雞皮一串多少合理？,時間: Sat Nov 23 21:46:25 2024
推: 19,噓: 102,分數: -83,作者: RGBB (我不要公親變事主),標題: [新聞] 民眾黨抹黑綠營「藉公務員之死升官發財」,時間: Sat Nov 23 21:28:35 2024
推: 13,噓: 1,分數: 12,作者: pp5434 (),標題: [問卦] 喵喵球迷算少，為何尚勇會變公認主題曲?,時間: Sun Nov 24 01:15:10 2024
推: 12,噓: 19,分數: -7,作者: steven853 (steven853),標題: [問卦] 台北隊這種表現明天輸也不意外吧？,時間: Sat Nov 23 20:15:58 2024
推: 63,噓: 5,分數: 58,作者: lavendersea (飛行者),標題: [問卦] 今年金馬獎大獎都給中國人 怎麼會,時間: Sat Nov 23 22:58:36 2024
推: 0,噓: 0,分數: 0,作者: ggian123 (釣白癡&散播仇恨專用帳),標題: [問卦] 如果美國人換投 倭寇敢在那邊叫嗎,時間: Sun Nov 24 10:09:49 2024
推: 3,噓: 0,分數: 3,作者: xz4979265 (職業王黑),標題: [問卦] 這次會有幾架戰鬥機迎接中華隊,時間: Sat Nov 23 23:29:53 2024
推: 0,噓: 0,分數: 0,作者: serenitymice (海口健太郎),標題: [問卦] 木瓜英文怎麼唸？,時間: Sun Nov 24 09:22:13 2024
推: 10,噓: 6,分數: 4,作者: myIDis7 (個字),標題: [問卦] 為什麼換投要被罰錢,時間: Sun Nov 24 05:57:49 2024
推: 3,噓: 0,分數: 3,作者: hotcore (轉接語音信箱),標題: [問卦] 想聽聽雙標的理由,時間: Sun Nov 24 00:04:03 2024
推: 2,噓: 0,分數: 2,作者: ncc5566 (政大宅男),標題: [問卦] 昨天買中華隊贏的在想什麼？？,時間: Sun Nov 24 07:05:18 2024
推: 49,噓: 0,分數: 49,作者: renna038766 (微積分好難過),標題: [問卦] 2000上下的防風外套？？,時間: Sun Nov 24 00:26:53 2024
推: 5,噓: 2,分數: 3,作者: poeta (鍵盤詩人),標題: [問卦] 香蕉長短 是品種的關係?,時間: Sat Nov 23 21:48:47 2024
推: 0,噓: 0,分數: 0,作者: ggjenderinin (夕陽下的輸精計畫),標題: 金融 謝怡蓉 and circus 金控,時間: Sun Nov 24 09:25:49 2024
推: 5,噓: 2,分數: 3,作者: o523874 (就買一個感覺),標題: [問卦] 各位有允指回味的習慣嗎,時間: Sat Nov 23 23:25:29 2024
推: 0,噓: 0,分數: 0,作者: yolodick (鍵盤肥宅),標題: [問卦] 梭哈日本隊可以發大財嗎？,時間: Sun Nov 24 09:39:41 2024
推: 5,噓: 0,分數: 5,作者: OPPAISuki (OPPAISuki),標題: [問卦] 為什麼四面佛還願都要請辣妹來跳舞?,時間: Sun Nov 24 02:52:44 2024
推: 2,噓: 1,分數: 1,作者: inmee (J),標題: [問卦] 台日冠軍賽一人立一個Flag?,時間: Sat Nov 23 23:43:57 2024
推: 2,噓: 2,分數: 0,作者: tools (tools),標題: [問卦] 在釀酒廠工作可以每天喝到飽嗎?,時間: Sun Nov 24 00:58:16 2024
推: 5,噓: 2,分數: 3,作者: monniea (Steve),標題: [新聞] 男生殖器打洞穿環 尿尿如噴泉！醫：勿,時間: Sun Nov 24 07:35:07 2024
推: 7,噓: 4,分數: 3,作者: a6000200 (aa),標題: [問卦] 59萬月繳8000？,時間: Sat Nov 23 20:04:50 2024
推: 14,噓: 7,分數: 7,作者: surferblue (浪者藍),標題: [問卦] 台男愛看棒球的根本原因是..？,時間: Sat Nov 23 20:56:08 2024
推: 5,噓: 0,分數: 5,作者: suzhou (☂☁☁☁☂),標題: Re: [問卦] 王若琳出道這麼久 為何沒大紅,時間: Sat Nov 23 22:23:51 2024
推: 5,噓: 4,分數: 1,作者: Napoleon313 (凌風一時無名白首),標題: [新聞] 美贏球助台晉金牌戰 AIT喊「不客氣」逾萬,時間: Sat Nov 23 23:38:31 2024
推: 0,噓: 0,分數: 0,作者: sxy67230 (charlesgg),標題: 這次賽前換投是不是看出台灣人的劣根性？,時間: Sun Nov 24 09:24:37 2024
推: 5,噓: 2,分數: 3,作者: sajio0330 (Sajio),標題: [問卦] 家裡有不知名怪蟲在飛,時間: Sat Nov 23 23:06:04 2024
推: 1,噓: 1,分數: 0,作者: phantasystar (phantasystar),標題: [問卦] 為啥早餐店有賣鍋貼不賣水餃？,時間: Sat Nov 23 21:19:21 2024
